user_id,name,email,age
071aeaaa-ed0b-4a56-b49b-1c6019190740,Pat Williams,emily87@hotmail.com,95
8d579cb3-eb0e-408a-adb0-3044a514b276,Pat Miller,morgan15@yahoo.com,79
1df01564-c32a-4232-9800-0beb512a8fb5,John Jones,jane30@yahoo.com,22
9cecc2df-cdf0-4020-9c7d-8fb53717c9a6,Taylor Garcia,chris70@hotmail.com,69
d3c2cb7c-ea61-48bc-9b39-27412788c315,Jordan Brown,jordan14@outlook.com,62
9c3d063e-13b9-4ed5-b693-39e0288892be,Robin Davis,pat21@yahoo.com,116
86c55140-6c57-4b8f-976e-5e5cf0d1e17d,Jordan Williams,jane57@outlook.com,40
8fa5104b-5159-4d1f-ab53-810cfe825da0,John Williams,emily86@hotmail.com,44
2d990f14-37d6-4902-be26-479c4b36976e,Jordan Johnson,pat18@gmail.com,60
8b2d8432-94ef-489b-97d4-77b8caf6588f,Emily Brown,alex74@hotmail.com,100
7e5f5716-4e0f-4e33-b79e-e8c55ec63baa,John Davis,taylor34@outlook.com,43
7e711c8e-2736-4b76-adf8-a49401301309,Jane Miller,emily6@outlook.com,31
45185bf3-7fa7-46e9-bd11-2c1c3d859f2b,Jane Johnson,emily33@hotmail.com,94
2cff8f62-d102-4cd5-9aeb-a03981014056,Jordan Smith,morgan42@outlook.com,32
2e6199db-8bc9-471d-a627-2075ccef439a,Robin Miller,robin29@hotmail.com,83
ef0626a2-b8df-427d-a81a-5b0651d3c546,Morgan Davis,alex76@yahoo.com,27
844afdbb-bbf9-4821-b79f-7ff522a5e591,Pat Williams,jane44@hotmail.com,81
fa8f8e88-114d-44fe-a579-1eaaf450f13a,Taylor Jones,alex94@yahoo.com,21
00b5d78c-e37c-45a1-8df0-8976db56beb5,Jane Jones,taylor49@yahoo.com,107
87fd9775-c15a-419f-a5fb-77418845cece,Jordan Smith,alex69@hotmail.com,89
7748fbaa-3ff9-4a35-834e-702daf0b79a9,Pat Lopez,john22@outlook.com,29
c898830c-0acd-4801-b85f-a0fe3ede1860,John Jones,alex73@outlook.com,26
f593d323-aede-4b2c-8293-7e58d3c24843,Taylor Johnson,alex63@hotmail.com,110
37ff7680-5df8-4afa-980d-4dc78271a76b,Alex Jones,jane89@outlook.com,120
059076ef-fcaf-4fc7-b2e5-dcbbe5ffe8f0,Taylor Lopez,chris34@yahoo.com,118
7d59c772-1a7e-42e1-a910-ef8ecb108862,Jane Jones,pat26@yahoo.com,66
a9491f99-d14d-48fe-b23b-1efad1ce6a53,Taylor Jones,robin2@gmail.com,40
fa5b04b5-bc99-4ba0-82da-2779cbe649d7,Robin Smith,emily18@gmail.com,69
b9c67a75-4922-43b5-90fc-5726ad274fbb,Morgan Davis,jane17@outlook.com,24
33b45e63-bba9-44a0-bbc3-ee9861f79e28,Morgan Jones,taylor18@yahoo.com,58
b787700b-f6f5-4b4b-961e-1c70a092f31d,Emily Jones,jane48@yahoo.com,88
1bb99e25-c6ee-4d1f-8059-a28b64f57880,Alex Brown,taylor35@gmail.com,20
7b356a06-19ab-452d-9659-6bcc7be985a4,Emily Garcia,robin15@outlook.com,30
1bf152c7-169d-4b77-9f05-8577aed37b01,Robin Wilson,pat20@hotmail.com,69
f627c8ae-e54a-4eb9-94a4-dd11b31c953a,Taylor Miller,taylor49@outlook.com,117
7131ff13-4b96-4ead-8cd9-b34d0b7da447,Jordan Miller,emily6@outlook.com,54
53705805-eb8d-4076-91d3-b6a616bb8c6d,Chris Lopez,jordan46@outlook.com,27
837ad3a8-a7de-4086-9d74-8821e8ea2405,Jordan Johnson,alex75@gmail.com,103
f1b330c6-0eb2-4a0a-9a26-810b7f029a2d,Alex Miller,pat14@gmail.com,78
60630763-3e4c-4598-913a-bdbf9a763a09,Alex Garcia,emily40@gmail.com,81
